,dataset_id,pair_id,direction,delta_time
139,ans,40,-1,7.827681541442871
140,ans,41,1,7.335041046142578
141,ans,42,1,8.842956304550171
142,ans,43,-1,8.652623176574707
143,ans,44,1,8.68688702583313
144,ans,45,1,7.136742830276489
145,ans,46,1,7.6046013832092285
146,ans,47,1,6.892150640487671
147,ans,48,1,6.402052879333496
148,ans,49,1,6.35477089881897
149,ans,50,-1,9.248080968856812
150,ans,51,1,7.669396162033081
151,ans,52,1,5.528332948684692
152,ans,53,1,6.746187210083008
153,ans,54,-1,5.796194314956665
154,ans,55,-1,5.587701320648193
155,ans,56,1,7.238255262374878
156,ans,57,1,8.442249536514282
157,ans,58,1,8.721301555633545
158,ans,59,-1,9.029633283615112
159,ans,60,-1,9.075878620147705
160,ans,61,1,8.76564884185791
161,ans,62,1,9.893178701400757
162,ans,63,-1,5.988381862640381
163,ans,64,1,5.764648914337158
164,ans,65,1,5.572473526000977
165,ans,66,1,5.483767032623291
166,ans,67,1,5.80953574180603
167,ans,68,1,5.806789398193359
168,ans,69,1,5.788379430770874
169,ans,70,1,5.738114356994629
170,ans,71,1,5.994525671005249
171,ans,72,1,9.858434200286865
172,ans,73,1,8.84829592704773
173,ans,74,1,8.151057004928589
174,ans,75,1,9.218771934509277
175,ans,76,1,9.083317995071411
176,ans,77,1,8.895028591156006
177,ans,78,1,8.828185081481934
178,ans,79,-1,7.176021099090576
179,ans,80,-1,8.619465351104736
180,ans,81,1,8.99329137802124
181,ans,82,1,9.287798881530762
182,ans,83,1,9.460893630981445
183,ans,84,1,8.784191131591797
184,ans,85,1,7.860577821731567
185,ans,86,1,7.703453779220581
186,ans,87,1,8.60871410369873
187,ans,88,1,9.43431806564331
188,ans,89,-1,8.722883224487305
189,ans,90,1,9.671706438064575
190,ans,91,-1,8.094900608062744
191,ans,92,1,8.75044846534729
192,ans,93,-1,9.348552227020264
193,ans,94,1,9.092710018157959
194,ans,95,1,7.387643337249756
195,ans,96,1,7.949083566665649
196,ans,97,-1,8.358742952346802
197,ans,98,1,7.840872764587402
198,ans,99,1,8.793561935424805
199,ans,100,1,8.801959037780762
200,ls,1,-1,5.804259300231934
201,ls,2,1,5.7650651931762695
202,ls,3,1,6.6210081577301025
203,ls,4,1,9.566744565963745
204,ls,5,1,9.41267704963684
205,ls,6,1,10.414259672164917
206,ls,7,-1,5.861762046813965
207,ls,8,1,8.329233169555664
208,ls,9,1,5.751723051071167
209,ls,10,-1,5.691361665725708
210,ls,11,1,5.739934921264648
211,ls,12,-1,7.777388572692871
212,ls,13,-1,6.739046812057495
213,ls,14,1,7.3785693645477295
214,ls,15,1,9.117915153503418
215,ls,16,1,9.0271315574646
216,ls,17,-1,9.32327675819397
217,ls,18,1,9.240324020385742
218,ls,19,1,5.65423583984375
219,ls,20,1,5.977219581604004
220,ls,21,-1,7.115650415420532
221,ls,22,1,8.999802827835083
222,ls,23,1,6.886322021484375
223,ls,24,1,8.843230962753296
224,ls,25,-1,9.009189367294312
225,ls,26,1,6.84946346282959
226,ls,27,1,6.531636476516724
227,ls,28,-1,8.87739896774292
228,ls,29,1,9.624563455581665
229,ls,30,-1,9.494246244430542
230,ls,31,1,9.255693674087524
231,ls,32,-1,8.14265775680542
232,ls,33,1,8.794923782348633
233,ls,34,-1,8.611545085906982
234,ls,35,1,7.882280349731445
235,ls,36,1,9.014134407043457
236,ls,37,1,7.617931127548218
237,ls,38,1,7.973116636276245
238,ls,39,-1,7.30217719078064
239,ls,40,-1,7.2217161655426025
240,ls,41,1,7.051638126373291
241,ls,42,1,8.074705123901367
242,ls,43,1,7.018754720687866
243,ls,44,1,6.4878010749816895
244,ls,45,1,8.81873083114624
245,ls,46,1,7.383769512176514
246,ls,47,-1,7.345141649246216
247,ls,48,-1,9.40769338607788
248,ls,49,-1,8.478579044342041
249,ls,50,1,8.896331548690796
250,ls,51,1,7.070706605911255
251,ls,52,1,6.627776622772217
252,ls,53,1,8.124221801757812
253,ls,54,1,7.9879631996154785
254,ls,55,1,9.012975215911865
255,ls,56,1,8.0825936794281
256,ls,57,-1,7.966677665710449
257,ls,58,1,8.399306774139404
258,ls,59,1,8.39514708518982
259,ls,60,-1,6.9681196212768555
260,ls,61,-1,6.032840728759766
261,ls,62,-1,8.26839303970337
262,ls,63,1,8.651182174682617
263,ls,64,1,7.8861870765686035
264,ls,65,1,5.667591094970703
265,ls,66,1,5.7176878452301025
266,ls,67,1,5.739360332489014
267,ls,68,1,5.79127311706543
268,ls,69,1,7.94654655456543
269,ls,70,1,5.7143378257751465
270,ls,71,1,5.64953351020813
271,ls,72,-1,7.86031699180603
272,ls,73,-1,6.107799530029297
273,ls,74,-1,8.60516619682312
274,ls,75,1,9.663062810897827
275,ls,76,1,7.1711344718933105
276,ls,77,-1,7.38250732421875
277,ls,78,1,8.846908330917358
278,ls,79,1,6.654531478881836
279,ls,80,1,5.674389600753784
280,ls,81,1,5.717389822006226
281,ls,82,1,5.666100025177002
282,ls,83,-1,5.681030511856079
283,ls,84,1,5.806239604949951
284,ls,85,1,5.700119972229004
285,ls,86,1,5.815173149108887
286,ls,87,1,6.913151979446411
287,ls,88,1,7.2347731590271
288,ls,89,1,5.895577669143677
289,ls,90,1,7.974066257476807
290,ls,91,1,10.185505867004395
291,ls,92,1,9.251187801361084
292,ls,93,-1,5.737623453140259
293,ls,94,1,5.831808805465698
294,ls,95,1,5.726378440856934
295,ls,96,-1,5.651819944381714
296,ls,97,1,6.433270692825317
297,ls,98,-1,8.850402355194092
298,ls,99,-1,8.788857460021973
299,ls,100,-1,8.553921937942505
300,lss,1,1,6.269426584243774
301,lss,2,1,8.327731370925903
302,lss,3,1,8.858786582946777
303,lss,4,1,9.183220386505127
304,lss,5,1,8.849851608276367
305,lss,6,1,9.551525354385376
306,lss,7,1,8.85250473022461
307,lss,8,1,6.278230905532837
308,lss,9,1,5.649156808853149
309,lss,10,-1,5.909598112106323
310,lss,11,1,5.604380369186401
311,lss,12,1,8.367501258850098
312,lss,13,-1,9.039960145950317
313,lss,14,1,8.145391464233398
314,lss,15,1,8.57090950012207
315,lss,16,1,9.677866220474243
316,lss,17,1,9.856040000915527
317,lss,18,1,8.540380001068115
318,lss,19,1,9.663912534713745
319,lss,20,1,8.80537223815918
320,lss,21,1,7.714739084243774
321,lss,22,1,8.28190279006958
322,lss,23,1,8.444808959960938
323,lss,24,1,8.4757821559906
324,lss,25,1,8.68566107749939
325,lss,26,1,8.190805673599243
326,lss,27,1,7.955485105514526
327,lss,28,1,5.776146173477173
328,lss,29,1,7.188660383224487
329,lss,30,-1,7.350204706192017
330,lss,31,1,5.7717790603637695
331,lss,32,1,5.557733535766602
332,lss,33,1,8.29121446609497
333,lss,34,1,5.678667783737183
334,lss,35,-1,5.696644306182861
335,lss,36,1,5.5413336753845215
336,lss,37,1,5.773332834243774
337,lss,38,1,8.723737001419067
338,lss,39,1,8.330051183700562
339,lss,40,1,8.28541350364685
340,lss,41,1,6.673745155334473
341,lss,42,-1,8.598037481307983
342,lss,43,1,7.993081331253052
343,lss,44,1,9.42399287223816
344,lss,45,1,9.454980850219727
345,lss,46,1,5.6188905239105225
346,lss,47,-1,5.673556804656982
347,lss,48,1,5.532251358032227
348,lss,49,1,5.745011329650879
349,lss,50,1,6.392641544342041
350,lss,51,1,8.985395193099976
351,lss,52,1,5.737832069396973
352,lss,53,1,5.97390079498291
353,lss,54,1,6.855823993682861
354,lss,55,1,7.543168067932129
355,lss,56,1,5.977694272994995
356,lss,57,-1,5.634863615036011
357,lss,58,1,5.674909830093384
358,lss,59,-1,5.834822654724121
359,lss,60,1,8.672863483428955
360,lss,61,1,10.181429386138916
361,lss,62,1,5.500243902206421
362,lss,63,1,5.763074636459351
363,lss,64,1,7.142723560333252
364,lss,65,1,9.019047498703003
365,lss,66,-1,6.1135640144348145
366,lss,67,1,7.1643688678741455
367,lss,68,-1,8.389126300811768
368,lss,69,1,9.676047801971436
369,lss,70,1,9.707705736160278
370,lss,71,1,9.260465383529663
371,lss,72,1,9.821215391159058
372,lss,73,1,8.646499395370483
373,lss,74,1,7.03507924079895
374,lss,75,1,6.308396100997925
375,lss,76,1,5.612011909484863
376,lss,77,-1,7.305871963500977
377,lss,78,1,9.239377975463867
378,lss,79,1,9.340633630752563
379,lss,80,1,7.747663259506226
380,lss,81,1,8.278367042541504
381,lss,82,1,8.644442081451416
382,lss,83,1,5.7806925773620605
383,lss,84,-1,8.869859457015991
384,lss,85,1,7.338167905807495
385,lss,86,1,8.450110912322998
386,lss,87,1,6.722877502441406
387,lss,88,1,5.705821514129639
388,lss,89,1,5.67255711555481
389,lss,90,1,7.851861238479614
390,lss,91,1,5.630265474319458
391,lss,92,1,5.603105306625366
392,lss,93,1,5.785887002944946
393,lss,94,-1,5.979933023452759
394,lss,95,1,9.422740697860718
395,lss,96,1,6.900951385498047
396,lss,97,-1,9.186140537261963
397,lss,98,1,9.339167833328247
398,lss,99,1,8.651305437088013
399,lss,100,1,6.750674724578857
400,mnu,1,1,5.842518091201782
401,mnu,2,1,6.259380340576172
402,mnu,3,1,6.461177825927734
403,mnu,4,-1,5.81072998046875
404,mnu,5,1,7.27965235710144
405,mnu,6,-1,8.646801948547363
406,mnu,7,1,8.769154787063599
407,mnu,8,1,8.526670694351196
408,mnu,9,1,8.468513488769531
409,mnu,10,1,7.556223630905151
410,mnu,11,-1,7.5170838832855225
411,mnu,12,1,7.372044801712036
412,mnu,13,-1,7.94028377532959
413,mnu,14,1,7.452096939086914
414,mnu,15,1,9.495246410369873
415,mnu,16,1,8.454988241195679
416,mnu,17,-1,7.736744403839111
417,mnu,18,1,9.40662431716919
418,mnu,19,1,9.083121061325073
419,mnu,20,1,9.364198207855225
420,mnu,21,1,6.774672508239746
421,mnu,22,1,7.473078012466431
422,mnu,23,1,7.5049920082092285
423,mnu,24,1,7.011130094528198
424,mnu,25,1,7.726797103881836
425,mnu,26,-1,8.049684047698975
426,mnu,27,1,9.074676513671875
427,mnu,28,1,8.736991167068481
428,mnu,29,-1,10.063607931137085
429,mnu,30,-1,8.922573566436768
430,mnu,31,1,8.461749792098999
431,mnu,32,-1,5.988375902175903
432,mnu,33,1,6.997526407241821
433,mnu,34,-1,6.686753511428833
434,mnu,35,1,6.619845151901245
435,mnu,36,-1,7.545417785644531
436,mnu,37,1,7.906511068344116
437,mnu,38,1,7.3995490074157715
438,mnu,39,1,9.387648105621338
439,mnu,40,1,9.611273050308228
440,mnu,41,1,9.662328720092773
441,mnu,42,1,6.2570202350616455
442,mnu,43,-1,7.752045392990112
443,mnu,44,-1,7.186802864074707
444,mnu,45,1,9.215047359466553
445,mnu,46,-1,9.050431966781616
446,mnu,47,-1,8.814319372177124
447,mnu,48,1,7.012756586074829
448,mnu,49,-1,8.148501873016357
449,mnu,50,-1,7.499208688735962
450,mnu,51,1,5.563267469406128
451,mnu,52,1,5.5931620597839355
452,mnu,53,1,8.912711381912231
453,mnu,54,1,8.222031831741333
454,mnu,55,1,9.239287853240967
455,mnu,56,1,7.687004327774048
456,mnu,57,1,9.085503339767456
457,mnu,58,-1,8.508076906204224
458,mnu,59,-1,8.867327690124512
459,mnu,60,1,9.155644416809082
460,mnu,61,1,8.370828866958618
461,mnu,62,1,9.053622007369995
462,mnu,63,1,9.080151557922363
463,mnu,64,1,9.225820064544678
464,mnu,65,-1,9.01255464553833
465,mnu,66,1,9.640331268310547
466,mnu,67,1,8.539956331253052
467,mnu,68,1,9.03586745262146
468,mnu,69,1,9.359539031982422
469,mnu,70,1,9.23115873336792
470,mnu,71,-1,8.572807550430298
471,mnu,72,1,7.033750534057617
472,mnu,73,-1,5.712876319885254
473,mnu,74,-1,5.771094083786011
474,mnu,75,1,5.714704990386963
475,mnu,76,1,5.694181203842163
476,mnu,77,1,5.732384920120239
477,mnu,78,1,5.700345277786255
478,mnu,79,1,5.712624788284302
479,mnu,80,1,5.802191495895386
480,mnu,81,1,7.894306182861328
481,mnu,82,-1,7.6548261642456055
482,mnu,83,-1,6.491002559661865
483,mnu,84,1,7.432608127593994
484,mnu,85,-1,7.043672323226929
485,mnu,86,1,6.577792406082153
486,mnu,87,-1,6.4457502365112305
487,mnu,88,1,6.540070295333862
488,mnu,89,1,6.131826162338257
489,mnu,90,1,7.8632426261901855
490,mnu,91,1,7.758554458618164
491,mnu,92,1,7.05738639831543
492,mnu,93,1,6.990216255187988
493,mnu,94,1,7.183197975158691
494,mnu,95,1,8.057463884353638
495,mnu,96,1,8.952290773391724
496,mnu,97,1,8.223664283752441
497,mnu,98,-1,8.356870889663696
498,mnu,99,1,8.915467262268066
499,mnu,100,-1,8.204941272735596
500,sim,1,-1,8.342573165893555
501,sim,2,1,7.8760881423950195
502,sim,3,1,8.425905466079712
503,sim,4,1,7.363466262817383
504,sim,5,1,7.607498645782471
505,sim,6,-1,7.536754608154297
506,sim,7,1,9.548861980438232
507,sim,8,1,8.863769292831421
508,sim,9,-1,8.172587633132935
509,sim,10,1,9.169631481170654
510,sim,11,-1,9.472973823547363
511,sim,12,-1,9.850204944610596
512,sim,13,1,9.247689008712769
513,sim,14,1,7.330207586288452
514,sim,15,1,8.412219762802124
515,sim,16,-1,9.36506962776184
516,sim,17,1,8.89949107170105
517,sim,18,1,8.766908884048462
518,sim,19,1,7.900418758392334
519,sim,20,1,7.367397785186768
520,sim,21,1,7.909251689910889
521,sim,22,-1,8.521301031112671
522,sim,23,1,6.063591957092285
523,sim,24,-1,5.76134467124939
524,sim,25,1,5.786742210388184
525,sim,26,-1,5.952357769012451
526,sim,27,1,5.7403950691223145
527,sim,28,1,5.595914602279663
528,sim,29,1,5.580169439315796
529,sim,30,1,5.6587183475494385
530,sim,31,1,5.2581117153167725
531,sim,32,1,5.895704984664917
532,sim,33,1,5.794527292251587
533,sim,34,-1,5.818561553955078
534,sim,35,1,5.581776142120361
535,sim,36,1,8.113596200942993
536,sim,37,1,7.034059524536133
537,sim,38,1,5.804055213928223
538,sim,39,-1,5.7453696727752686
539,sim,40,1,5.221603870391846
540,sim,41,-1,5.619057655334473
541,sim,42,1,5.8119611740112305
542,sim,43,1,6.972258567810059
543,sim,44,1,5.798301458358765
544,sim,45,1,5.479735851287842
545,sim,46,1,5.802161455154419
546,sim,47,1,5.8125715255737305
547,sim,48,1,5.816709995269775
548,sim,49,1,7.509915113449097
549,sim,50,-1,6.96422004699707
550,sim,51,1,7.7486326694488525
551,sim,52,1,9.882598161697388
552,sim,53,1,8.831684112548828
553,sim,54,-1,5.715485095977783
554,sim,55,1,5.950178623199463
555,sim,56,-1,7.612277269363403
556,sim,57,1,10.072068929672241
557,sim,58,1,5.7663843631744385
558,sim,59,-1,6.314160346984863
559,sim,60,1,6.901281833648682
560,sim,61,1,6.995810508728027
561,sim,62,1,8.549844741821289
562,sim,63,1,9.373410701751709
563,sim,64,1,8.428774118423462
564,sim,65,1,9.44762372970581
565,sim,66,1,7.1894659996032715
566,sim,67,1,5.614763498306274
567,sim,68,1,8.32375693321228
568,sim,69,1,6.74479079246521
569,sim,70,1,7.697311878204346
570,sim,71,1,7.786892652511597
571,sim,72,-1,9.464163303375244
572,sim,73,-1,9.625239610671997
573,sim,74,1,9.149706840515137
574,sim,75,1,8.349732398986816
575,sim,76,1,6.400406360626221
576,sim,77,1,8.821378946304321
577,sim,78,1,7.60127067565918
578,sim,79,1,7.982801675796509
579,sim,80,1,7.256692171096802
580,sim,81,1,7.3440563678741455
581,sim,82,1,6.633343696594238
582,sim,83,1,6.236130714416504
583,sim,84,1,7.233363389968872
584,sim,85,-1,5.884144067764282
585,sim,86,1,8.31814432144165
586,sim,87,1,9.340598106384277
587,sim,88,-1,7.284099817276001
588,sim,89,-1,8.437084197998047
589,sim,90,1,8.726512670516968
590,sim,91,1,8.4580659866333
591,sim,92,1,9.180896759033203
592,sim,93,1,6.997142314910889
593,sim,94,1,7.7273850440979
594,sim,95,1,5.867430210113525
595,sim,96,1,8.452062368392944
596,sim,97,1,10.192658185958862
597,sim,98,1,8.790799617767334
598,sim,99,1,9.29878544807434
599,sim,100,1,5.637251138687134
600,simc,1,1,9.268885374069214
601,simc,2,1,5.925713300704956
602,simc,3,1,5.698155641555786
603,simc,4,1,5.6273322105407715
604,simc,5,1,5.453803539276123
605,simc,6,1,5.629380226135254
606,simc,7,1,5.838635206222534
607,simc,8,1,5.8038623332977295
608,simc,9,1,8.422688484191895
609,simc,10,1,8.95617127418518
610,simc,11,-1,8.714963436126709
611,simc,12,1,5.847276449203491
612,simc,13,-1,5.504667520523071
613,simc,14,-1,7.881005764007568
614,simc,15,1,9.736592769622803
615,simc,16,1,7.0839927196502686
616,simc,17,1,8.984557390213013
617,simc,18,1,8.98860788345337
618,simc,19,1,5.827184438705444
619,simc,20,1,5.407894849777222
620,simc,21,-1,6.817096948623657
621,simc,22,1,8.375236988067627
622,simc,23,1,9.220502376556396
623,simc,24,-1,9.046411037445068
624,simc,25,1,8.322771787643433
625,simc,26,1,8.1952383518219
626,simc,27,1,8.963872194290161
627,simc,28,-1,8.808896780014038
628,simc,29,1,9.36850619316101
629,simc,30,1,7.70626974105835
630,simc,31,1,8.56400179862976
631,simc,32,1,9.298660039901733
632,simc,33,1,8.967838048934937
633,simc,34,1,5.664894342422485
634,simc,35,1,6.75337290763855
635,simc,36,-1,5.76124119758606
636,simc,37,1,5.783818006515503
637,simc,38,-1,8.12427282333374
638,simc,39,-1,5.814800500869751
639,simc,40,-1,5.76712703704834
640,simc,41,-1,6.24010157585144
641,simc,42,1,5.876043796539307
642,simc,43,1,5.569717884063721
643,simc,44,1,5.792548418045044
644,simc,45,1,5.902878761291504
645,simc,46,1,10.15676760673523
646,simc,47,1,10.230804681777954
647,simc,48,1,5.8108811378479
648,simc,49,1,5.9467785358428955
649,simc,50,1,6.41132926940918
650,simc,51,1,5.796808242797852
651,simc,52,1,6.3532395362854
652,simc,53,1,9.412991285324097
653,simc,54,1,6.953343152999878
654,simc,55,1,9.74083924293518
655,simc,56,1,9.352777242660522
656,simc,57,1,8.970577478408813
657,simc,58,1,7.992601156234741
658,simc,59,1,10.20884656906128
659,simc,60,-1,8.086581468582153
660,simc,61,-1,8.320816993713379
661,simc,62,-1,9.46304988861084
662,simc,63,-1,8.39009141921997
663,simc,64,1,9.144835472106934
664,simc,65,1,9.983325481414795
665,simc,66,1,9.464042901992798
666,simc,67,-1,9.08077335357666
667,simc,68,1,9.23185396194458
668,simc,69,1,7.468101739883423
669,simc,70,-1,9.990038394927979
670,simc,71,1,9.698463201522827
671,simc,72,1,9.57551097869873
672,simc,73,-1,6.3949174880981445
673,simc,74,1,5.714510679244995
674,simc,75,1,5.859236478805542
675,simc,76,1,5.785044193267822
676,simc,77,1,5.8951592445373535
677,simc,78,1,5.717290163040161
678,simc,79,1,5.659581899642944
679,simc,80,1,5.624678134918213
680,simc,81,-1,6.5623064041137695
681,simc,82,1,7.3266260623931885
682,simc,83,-1,9.317386150360107
683,simc,84,-1,8.417017936706543
684,simc,85,1,9.947942972183228
685,simc,86,1,8.577756881713867
686,simc,87,1,8.862054347991943
687,simc,88,-1,7.077487230300903
688,simc,89,-1,5.496173143386841
689,simc,90,1,8.78398871421814
690,simc,91,1,7.900777816772461
691,simc,92,1,9.095692157745361
692,simc,93,-1,6.783907651901245
693,simc,94,1,6.433880805969238
694,simc,95,1,7.096238851547241
695,simc,96,1,7.355109214782715
696,simc,97,-1,9.850731134414673
697,simc,98,-1,6.108066558837891
698,simc,99,1,8.339982509613037
699,simc,100,1,7.960667371749878
700,simg,1,1,8.73570442199707
701,simg,2,-1,6.657481908798218
702,simg,3,-1,7.943551063537598
703,simg,4,1,8.58413290977478
704,simg,5,1,9.116122722625732
705,simg,6,1,9.40297245979309
706,simg,7,1,9.227003812789917
707,simg,8,1,7.043234586715698
708,simg,9,-1,5.905349969863892
709,simg,10,-1,8.082399129867554
710,simg,11,1,8.261318683624268
711,simg,12,-1,7.766220808029175
712,simg,13,1,8.659213304519653
713,simg,14,1,7.8039093017578125
714,simg,15,1,9.27296257019043
715,simg,16,1,8.3600914478302
716,simg,17,1,8.081028938293457
717,simg,18,1,9.399359464645386
718,simg,19,1,10.061679363250732
719,simg,20,1,8.315569162368774
720,simg,21,-1,8.811338424682617
721,simg,22,-1,9.205819606781006
722,simg,23,1,8.554779291152954
723,simg,24,-1,7.44687032699585
724,simg,25,1,9.04793381690979
725,simg,26,1,9.028732061386108
726,simg,27,1,8.174536228179932
727,simg,28,-1,8.318687677383423
728,simg,29,1,8.175985097885132
729,simg,30,1,8.93636178970337
730,simg,31,-1,9.132026195526123
731,simg,32,1,6.293370246887207
732,simg,33,1,6.432769775390625
733,simg,34,-1,6.227705717086792
734,simg,35,-1,7.925466299057007
735,simg,36,1,7.841769695281982
736,simg,37,1,9.49795937538147
737,simg,38,1,8.912414312362671
738,simg,39,-1,7.688992500305176
739,simg,40,1,8.835644721984863
740,simg,41,1,9.367769002914429
741,simg,42,1,7.746171712875366
742,simg,43,1,5.462339639663696
743,simg,44,1,7.088011264801025
744,simg,45,1,7.289313077926636
745,simg,46,1,5.774371147155762
746,simg,47,1,7.666443109512329
747,simg,48,-1,6.564157485961914
748,simg,49,1,8.925904989242554
749,simg,50,1,8.927812576293945
750,simg,51,1,8.789188146591187
751,simg,52,1,8.221549034118652
752,simg,53,1,9.375012159347534
753,simg,54,1,7.54369330406189
754,simg,55,1,7.719252347946167
755,simg,56,1,8.023681879043579
756,simg,57,1,7.126875638961792
757,simg,58,1,5.800239324569702
758,simg,59,1,8.914271116256714
759,simg,60,1,6.941104412078857
760,simg,61,1,8.649818658828735
761,simg,62,1,10.653387784957886
762,simg,63,-1,8.915452003479004
763,simg,64,-1,9.63066554069519
764,simg,65,1,8.032109022140503
765,simg,66,1,5.507066011428833
766,simg,67,1,6.436899900436401
767,simg,68,1,7.0154948234558105
768,simg,69,-1,7.449886322021484
769,simg,70,-1,5.080547094345093
770,simg,71,-1,7.659374952316284
771,simg,72,1,7.66572117805481
772,simg,73,-1,8.006739616394043
773,simg,74,1,8.119060754776001
774,simg,75,1,6.92909836769104
775,simg,76,1,6.507275342941284
776,simg,77,1,9.537626028060913
777,simg,78,1,9.508419752120972
778,simg,79,1,8.771677017211914
779,simg,80,1,7.23785138130188
780,simg,81,1,10.396881818771362
781,simg,82,-1,5.900559425354004
782,simg,83,1,7.638280868530273
783,simg,84,1,7.792517185211182
784,simg,85,-1,9.243834972381592
785,simg,86,1,6.907822132110596
786,simg,87,1,7.244463682174683
787,simg,88,1,7.218287229537964
788,simg,89,1,8.058685302734375
789,simg,90,-1,6.953430652618408
790,simg,91,-1,7.110307693481445
791,simg,92,-1,8.047667980194092
792,simg,93,1,9.760960817337036
793,simg,94,-1,5.33151912689209
794,simg,95,1,6.232272148132324
795,simg,96,-1,7.394931793212891
796,simg,97,1,6.07406210899353
797,simg,98,-1,5.715844392776489
798,simg,99,1,6.598427772521973
799,simg,100,-1,7.360724449157715
800,simln,1,1,7.000280380249023
801,simln,2,1,6.982774496078491
802,simln,3,1,6.907428741455078
803,simln,4,1,9.467061519622803
804,simln,5,1,8.88007116317749
805,simln,6,1,8.963409423828125
806,simln,7,-1,9.075276613235474
